name,expression,age,replicate,Experiment,gene,CO2.level,CO2.level2,Temp.level,Temp.level2,pH,pH.sd,CO2,CO2.sd,Temp,Temp.sd,Salinity,DO,DO.sd,PO2,PO2.sd,Alkalinity,Alkalinity.sd,DIC,DIC.sd,fCO2,fCO2.sd,Carbonate,Carbonate.sd
17VH 10dph 5,1.446252389,T,5,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 6,2.234731019,T,6,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 7,1.202402081,T,7,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 10dph 8,1.300939288,T,8,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
20C 10dph 1,3.075979029,T,1,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 2,3.107015371,T,2,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 3,4.637525122,T,3,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 4,2.252105057,T,4,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 5,2.654229239,T,5,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 6,1.071350674,T,6,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 7,0.509197137,T,7,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 10dph 8,1.061401981,T,8,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20H 10dph 1,1.498104515,T,1,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 2,5.777794912,T,2,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 5,2.339195268,T,5,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 6,3.743363052,T,6,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 7,1.317954496,T,7,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 10dph 8,2.495498043,T,8,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20VH 10dph 1,2.02091155,T,1,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 2,2.593613902,T,2,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 3,1.892780872,T,3,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 4,4.901248256,T,4,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 5,3.336856358,T,5,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 6,2.519430752,T,6,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 7,1.793655505,T,7,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 10dph 8,2.967142573,T,8,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
24C 10dph 1,2.724634185,T,1,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 5,3.935833835,T,5,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 6,6.283504665,T,6,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 7,2.283039405,T,7,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 10dph 8,4.918396634,T,8,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24H 10dph 1,2.2927191,T,1,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 2,1.732232318,T,2,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 3,2.226401148,T,3,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 4,1.806057606,T,4,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 5,2.402870044,T,5,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 6,2.379744887,T,6,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 7,1.50213948,T,7,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 10dph 8,2.089050461,T,8,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24VH 10dph 1,0.833686298,T,1,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 2,0.733331189,T,2,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 3,0.471864692,T,3,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 4,1.883287148,T,4,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 5,0.825270453,T,5,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 6,0.404607235,T,6,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 7,0.357900494,T,7,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 10dph 8,0.728060561,T,8,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
17C 1dph 1,3.941164103,Y,1,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 2,3.335453904,Y,2,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 3,3.701439742,Y,3,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 5,3.527215632,Y,5,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 6,1.333516132,Y,6,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 7,0.517828207,Y,7,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17C 1dph 8,0.283424613,Y,8,exp2,nhe1,400uatm,C,17C,L,8.17,0.04,341,NA,16.9,0.3,31,8.53,0.16,22,0.4,2059,NA,1852,NA,340,NA,147.3,NA
17H 1dph 1,1.284898229,Y,1,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 2,3.05974006,Y,2,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 3,1.005514786,Y,3,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 4,1.614621381,Y,4,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 5,1.537174789,Y,5,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 6,0.960292575,Y,6,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 7,0.576670704,Y,7,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17H 1dph 8,2.217953415,Y,8,exp2,nhe1,2200uatm,H,17C,L,7.47,0.09,1869,NA,17.1,0.2,31,8.88,0.12,23,0.3,2023,NA,2037,NA,1862.6,NA,35.3,NA
17VH 1dph 1,2.014194572,Y,1,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 2,2.114988729,Y,2,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 3,1.834007193,Y,3,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 4,2.214835293,Y,4,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 5,2.275783494,Y,5,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 6,1.220186912,Y,6,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 7,1.497473606,Y,7,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
17VH 1dph 8,1.681534838,Y,8,exp2,nhe1,4200uatm,VH,17C,L,7.22,0.07,4200,NA,17,0.2,31,8.98,0.12,23.2,0.3,2044,NA,2159,NA,3921.6,NA,17.8,NA
20C 1dph 1,2.236681071,Y,1,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 2,2.287393704,Y,2,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 3,1.445098651,Y,3,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 4,10.57705251,Y,4,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 5,3.444750366,Y,5,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 6,3.456516201,Y,6,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 7,0.799198668,Y,7,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20C 1dph 8,1.193319894,Y,8,exp2,nhe1,400uatm,C,20C,M,8.13,0.06,373,NA,20.2,0.3,31,8.94,0.11,24.5,0.3,2038,NA,1827,NA,371.5,NA,150.3,NA
20H 1dph 1,3.595988905,Y,1,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 2,0.918105242,Y,2,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 3,0.935590278,Y,3,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 4,0.652514052,Y,4,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 5,1.332027224,Y,5,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 6,0.795593311,Y,6,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 7,0.414635801,Y,7,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20H 1dph 8,0.469055217,Y,8,exp2,nhe1,2200uatm,H,20C,M,7.51,0.05,2184,NA,19.9,0.2,31,8.73,0.15,23.8,0.4,2039,NA,2060,NA,2176.7,NA,34.8,NA
20VH 1dph 1,9.782869374,Y,1,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 2,1.723592711,Y,2,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 3,2.721309957,Y,3,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 4,0.792907697,Y,4,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 5,1.662851388,Y,5,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 6,1.018049002,Y,6,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 7,1.724412001,Y,7,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
20VH 1dph 8,2.671645601,Y,8,exp2,nhe1,4200uatm,VH,20C,M,7.2,0.09,3996,NA,19.9,0.2,31,8.58,0.11,23.4,0.3,2059,NA,2161,NA,3982,NA,20.2,NA
24C 1dph 1,2.165489039,Y,1,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 2,5.001772566,Y,2,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 3,1.463455325,Y,3,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 4,1.908459922,Y,4,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 5,0.855970085,Y,5,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 6,2.366120147,Y,6,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 7,1.305691819,Y,7,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24C 1dph 8,1.826860249,Y,8,exp2,nhe1,400uatm,C,24C,H,8.2,0.05,426,NA,24.1,0.2,31,8.05,0.17,23.6,0.5,2044,NA,1828,NA,424.2,NA,154.9,NA
24H 1dph 1,1.51795517,Y,1,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 2,1.778232754,Y,2,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 3,1.626224374,Y,3,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 4,1.021815314,Y,4,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 5,1.005566949,Y,5,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 6,0.880968695,Y,6,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 7,0.37752758,Y,7,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24H 1dph 8,1.875558339,Y,8,exp2,nhe1,2200uatm,H,24C,H,7.52,0.04,2043,NA,23.9,0.2,31,8.14,0.17,23.8,0.5,2022,NA,2020,NA,2036.7,NA,42.6,NA
24VH 1dph 1,1.05740549,Y,1,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 2,5.060343234,Y,2,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 3,0.786935983,Y,3,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 4,0.41920845,Y,4,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 5,0.601574917,Y,5,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 6,0.512778676,Y,6,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
24VH 1dph 7,0.284270115,Y,7,exp2,nhe1,4200uatm,VH,24C,H,7.21,0.07,4310,NA,24,0.3,31,8.37,0.14,24.5,0.4,2031,NA,2127,NA,4295.7,NA,21.6,NA
17C 10dph 1,3.777384524,T,1,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 10dph 2,1.920943604,T,2,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 10dph 3,1.582830368,T,3,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 10dph 4,1.336823074,T,4,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 10dph 5,1.91432929,T,5,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 1dph 1,1.339339993,Y,1,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 1dph 2,1.257831799,Y,2,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 1dph 3,1.973336467,Y,3,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 1dph 4,1.56460723,Y,4,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17C 1dph 5,1.157685656,Y,5,exp3,nhe3,400uatm,C,17C,L,8.22,0.01,322,12,17.4,0.2,31,8.26,0.12,21.5,0.3,2054,8,1838,26,321,12,153,2
17H 10dph 1,1.529544176,T,1,exp3,nhe3,2200uatm,H,17C,L,7.51,0.01,1952,39,17.6,0.3,31,8.57,0.15,22.4,0.4,2047,20,2066,21,1945,39,35,1
17H 10dph 2,4.488153599,T,2,exp3,nhe3,2200uatm,H,17C,L,7.51,0.01,1952,39,17.6,0.3,31,8.57,0.15,22.4,0.4,2047,20,2066,21,1945,39,35,1
17H 10dph 3,4.792859649,T,3,exp3,nhe3,2200uatm,H,17C,L,7.51,0.01,1952,39,17.6,0.3,31,8.57,0.15,22.4,0.4,2047,20,2066,21,1945,39,35,1
