Experiment,Year,Sample,FrontArea1um,FrontArea1mm,FrontCount1,BackArea1um,BackArea1mm,BackCount1,FrontDensity1um,FrontDensity1mm,BackDensity1um,BackDensity1mm,TotalArea1um,TotalArea1mm,TotalCount1,TotalDensity1um,TotalDensity1mm,FrontArea2um,FrontArea2mm,FrontCount2,BackArea2um,BackArea2mm,BackCount2,FrontDensity2um,FrontDensity2mm,BackDensity2um,BackDensity2mm,TotalArea2um,TotalArea2mm,TotalCount2,TotalDensity2um,TotalDensity2mm,AverageFrontDensityum,SDFrontum,AverageFrontDensitymm,SDFrontmm,AverageBackDensityum,SDBackum,AverageBackDensitymm,SDBackmm,AverageTotalDensityum,SDTotalum,AverageTotalDensitymm,SDTotalmm
exp3,2016,2016-360t,1806281,1.806281,467,1259157,1.259157,185,0.000258542,258.5422755,0.000146924,146.9236958,3065438,3.065438,652,0.000212694,212.6939119,1654215,1.654215,422,1092097,1.092097,191,0.000255106,255.1058962,0.000174893,174.8928896,2746312,2.746312,613,0.000223208,223.2084337,0.000256824,2.43E-06,256.8240858,2.43E+00,0.000160908,1.98E-05,160.9082927,19.77720658,0.000217951,7.43489E-06,217.9511728,7.434889652
exp3,2016,2016-361t,1057878,1.057878,245,882804,0.882804,142,0.000231596,231.5957039,0.000160851,160.8511062,1940682,1.940682,387,0.000199414,199.4144327,1031761,1.031761,234,702321,0.702321,126,0.000226797,226.7967097,0.000179405,179.4051438,1734082,1.734082,360,0.000207603,207.6026393,0.000229196,3.39E-06,229.1962068,3.39E+00,0.000170128,1.31E-05,170.128125,13.11968577,0.000203509,5.78994E-06,203.508536,5.789936457
exp3,2016,2016-362t,2380028,2.380028,812,1492586,1.492586,575,0.000341172,341.1724568,0.000385237,385.2374336,3872614,3.872614,1387,0.000358156,358.1560155,2350473,2.350473,795,1193769,1.193769,489,0.00033823,338.2297946,0.000409627,409.6269881,3544242,3.544242,1284,0.000362278,362.2777451,0.000339701,2.08E-06,339.7011257,2.08E+00,0.000397432,1.72E-05,397.4322108,17.24601943,0.000360217,2.9145E-06,360.2168803,2.914502946
exp3,2016,2016-363t,1327718,1.327718,361,1164974,1.164974,169,0.000271895,271.8950862,0.000145068,145.0676152,2492692,2.492692,530,0.000212622,212.6215353,1047526,1.047526,275,984280,0.98428,138,0.000262523,262.5233168,0.000140204,140.204007,2031806,2.031806,413,0.000203267,203.2674379,0.000267209,6.63E-06,267.2092015,6.63E+00,0.000142636,3.44E-06,142.6358111,3.439090377,0.000207944,6.61435E-06,207.9444866,6.614345659
exp3,2016,2016-364t,2218407,2.218407,505,1761699,1.761699,292,0.000227641,227.6408252,0.000165749,165.7490865,3980106,3.980106,797,0.000200246,200.2459231,1955760,1.95576,409,1158546,1.158546,194,0.000209126,209.1258641,0.000167451,167.4512708,3114306,3.114306,603,0.000193623,193.622592,0.000218383,1.31E-05,218.3833446,1.31E+01,0.0001666,1.20E-06,166.6001787,1.203626049,0.000196934,4.6834E-06,196.9342575,4.683402334
exp3,2016,2016-365t,1458456,1.458456,583,1096867,1.096867,256,0.000399738,399.7378049,0.000233392,233.3920156,2555323,2.555323,839,0.000328334,328.3342262,1424632,1.424632,561,920862,0.920862,229,0.000393786,393.785904,0.00024868,248.6800411,2345494,2.345494,790,0.000336816,336.8160396,0.000396762,4.21E-06,396.7618545,4.21E+00,0.000241036,1.08E-05,241.0360284,10.81026648,0.000332575,5.99755E-06,332.5751329,5.997547747
exp3,2016,2016-366t,2156801,2.156801,538,1522300,1.5223,202,0.000249444,249.4435045,0.000132694,132.6939499,3679101,3.679101,740,0.000201136,201.1360928,2185940,2.18594,561,1234395,1.234395,239,0.00025664,256.640164,0.000193617,193.6171161,3420335,3.420335,800,0.000233895,233.8952179,0.000253042,5.09E-06,253.0418342,5.09E+00,0.000163156,4.31E-05,163.155533,43.0791839,0.000217516,2.31642E-05,217.5156553,23.16419951
exp3,2016,2016-367t,1666980,1.66698,429,1284558,1.284558,229,0.000257352,257.3516179,0.000178271,178.2714366,2951538,2.951538,658,0.000222935,222.9346192,1671566,1.671566,416,1177203,1.177203,223,0.000248868,248.8684264,0.000189432,189.4320691,2848769,2.848769,639,0.000224307,224.3074114,0.00025311,6.00E-06,253.1100221,6.00E+00,0.000183852,7.89E-06,183.8517528,7.891758929,0.000223621,9.70711E-07,223.6210153,0.970710677
exp3,2016,2016-368t,1452061,1.452061,345,1408600,1.4086,231,0.000237593,237.5933242,0.000163993,163.9926168,2860661,2.860661,576,0.000201352,201.3520651,1371616,1.371616,378,924075,0.924075,155,0.000275587,275.5873364,0.000167735,167.7353029,2295691,2.295691,533,0.000232174,232.1741036,0.00025659,2.69E-05,256.5903303,2.69E+01,0.000165864,2.65E-06,165.8639598,2.646478713,0.000216763,2.17945E-05,216.7630844,21.79447239
exp3,2016,2016-369t,2028049,2.028049,518,1355422,1.355422,278,0.000255418,255.4178918,0.000205102,205.1021748,3383471,3.383471,796,0.000235261,235.2613633,1339715,1.339715,382,1044168,1.044168,299,0.000285135,285.1352713,0.000286352,286.3523877,2383883,2.383883,681,0.000285668,285.6683822,0.000270277,2.10E-05,270.2765815,2.10E+01,0.000245727,5.75E-05,245.7272813,57.45257653,0.000260465,3.56431E-05,260.4648727,35.64314492
exp3,2016,2016-370t,1155224,1.155224,240,565899,0.565899,185,0.000207752,207.7519165,0.000326913,326.9134598,1721123,1.721123,425,0.000246932,246.9317998,938029,0.938029,236,547625,0.547625,170,0.000251591,251.5913687,0.000310431,310.4314084,1485654,1.485654,406,0.00027328,273.2803196,0.000229672,3.10E-05,229.6716426,3.10E+01,0.000318672,1.17E-05,318.6724341,11.65457036,0.000260106,1.86312E-05,260.1060597,18.63121708
exp3,2016,2016-371t,1895291,1.895291,457,1309328,1.309328,310,0.000241124,241.1239224,0.000236763,236.7626752,3204619,3.204619,767,0.000239342,239.3420247,1906135,1.906135,538,1071426,1.071426,327,0.000282247,282.2465355,0.000305201,305.2007325,2977561,2.977561,865,0.000290506,290.506223,0.000261685,2.91E-05,261.685229,2.91E+01,0.000270982,4.84E-05,270.9817038,48.39301439,0.000264924,3.61786E-05,264.9241239,36.17855157
exp3,2016,2016-373t,1509597,1.509597,501,1101103,1.101103,298,0.000331877,331.8766532,0.000270638,270.6377151,2610700,2.6107,799,0.000306048,306.0481863,1303543,1.303543,508,1029457,1.029457,350,0.000389707,389.707129,0.000339985,339.9850601,2333000,2.333,858,0.000367767,367.7668238,0.000360792,4.09E-05,360.7918911,4.09E+01,0.000305311,4.90E-05,305.3113876,49.0359779,0.000336908,4.36417E-05,336.9075051,43.64166712
exp3,2016,2016-374t,1030851,1.030851,310,1048438,1.048438,210,0.000300722,300.7224128,0.000200298,200.2979671,2079289,2.079289,520,0.000250085,250.085486,971622,0.971622,393,885506,0.885506,206,0.000404478,404.4782848,0.000232635,232.635352,1857128,1.857128,599,0.000322541,322.5410419,0.0003526,7.34E-05,352.6003488,7.34E+01,0.000216467,2.29E-05,216.4666595,22.86598416,0.000286313,5.12338E-05,286.3132639,51.23381492
exp3,2016,2016-375t,1805020,1.80502,525,1129856,1.129856,249,0.000290856,290.855503,0.000220382,220.3820664,2934876,2.934876,774,0.000263725,263.724941,1625864,1.625864,561,1001505,1.001505,298,0.000345047,345.0473102,0.000297552,297.552184,2627369,2.627369,859,0.000326943,326.9430369,0.000317951,3.83E-05,317.9514066,3.83E+01,0.000258967,5.46E-05,258.9671252,54.56751344,0.000295334,4.47019E-05,295.333989,44.70194431
exp3,2016,2016-376t,1580546,1.580546,292,1416903,1.416903,209,0.000184746,184.7462839,0.000147505,147.5048045,2997449,2.997449,501,0.000167142,167.1421265,1262756,1.262756,272,1181851,1.181851,239,0.000215402,215.401867,0.000202225,202.2251536,2444607,2.444607,511,0.000209032,209.0315539,0.000200074,2.17E-05,200.0740755,2.17E+01,0.000174865,3.87E-05,174.864979,38.69312992,0.000188087,2.96203E-05,188.0868402,29.62029819
exp3,2016,2016-377t,2545283,2.545283,236,1958894,1.958894,487,9.27205E-05,92.72053442,0.00024861,248.6096746,4504177,4.504177,723,0.000160518,160.5176706,2614593,2.614593,291,1165388,1.165388,315,0.000111298,111.2983933,0.000270296,270.2962447,3779981,3.779981,606,0.000160318,160.3182662,0.000102009,1.31E-05,102.0094639,1.31E+01,0.000259453,1.53E-05,259.4529597,15.33472074,0.000160418,1.41E-07,160.4179684,0.141000237
exp3,2016,2016-378t,2332975,2.332975,318,1858300,1.8583,151,0.000136307,136.3066471,8.12571E-05,81.25706291,4191275,4.191275,469,0.000111899,111.8991238,1638908,1.638908,227,1092463,1.092463,143,0.000138507,138.5068594,0.000130897,130.8968816,2731371,2.731371,370,0.000135463,135.4631063,0.000137407,1.56E-06,137.4067533,1.56E+00,0.000106077,3.51E-05,106.0769723,35.10065244,0.000123681,1.66623E-05,123.681115,16.6622518
exp3,2016,2016-379t,1046666,1.046666,338,1032203,1.032203,112,0.00032293,322.930142,0.000108506,108.5057881,2078869,2.078869,450,0.000216464,216.4638561,915972,0.915972,350,1029596,1.029596,162,0.000382108,382.10775,0.000157343,157.3432686,1945568,1.945568,512,0.000263162,263.1622231,0.000352519,4.18E-05,352.518946,4.18E+01,0.000132925,3.45E-05,132.9245284,34.53331365,0.000239813,3.30207E-05,239.8130396,33.02073197
exp3,2016,2016-380t,1769771,1.769771,464,1234193,1.234193,245,0.000262181,262.1808132,0.00019851,198.5102816,3003964,3.003964,709,0.000236021,236.0214703,1772311,1.772311,477,1045676,1.045676,240,0.00026914,269.1401227,0.000229517,229.5165998,2817987,2.817987,717,0.000254437,254.4369438,0.00026566,4.92E-06,265.660468,4.92E+00,0.000214013,2.19E-05,214.0134407,21.92477784,0.000245229,1.30217E-05,245.2292071,13.02170621
exp3,2016,2016-381t,1213377,1.213377,456,1077366,1.077366,207,0.000375811,375.8106508,0.000192135,192.1352632,2290743,2.290743,663,0.000289426,289.4257453,1098966,1.098966,481,710135,0.710135,169,0.000437684,437.6841504,0.000237983,237.9829187,1809101,1.809101,650,0.000359294,359.2944783,0.000406747,4.38E-05,406.7474006,4.38E+01,0.000215059,3.24E-05,215.059091,32.41918812,0.00032436,4.94047E-05,324.3601118,49.40465492
exp3,2016,2016-382t,1220048,1.220048,327,1064743,1.064743,168,0.000268022,268.0222417,0.000157785,157.7845546,2284791,2.284791,495,0.00021665,216.6500131,1016053,1.016053,323,1145017,1.145017,233,0.000317897,317.8968026,0.00020349,203.4904285,2161070,2.16107,556,0.00025728,257.2799585,0.00029296,3.53E-05,292.9595222,3.53E+01,0.000180637,3.23E-05,180.6374916,32.31893341,0.000236965,2.87297E-05,236.9649858,28.72970996
exp3,2016,2016-383t,1833193,1.833193,504,1612516,1.612516,274,0.00027493,274.9301356,0.000169921,169.9207946,3445709,3.445709,778,0.000225788,225.7880744,1699953,1.699953,474,1241911,1.241911,261,0.000278831,278.8312383,0.00021016,210.1599873,2941864,2.941864,735,0.000249842,249.841597,0.000276881,2.76E-06,276.8806869,2.76E+00,0.00019004,2.85E-05,190.0403909,28.45340605,0.000237815,1.70084E-05,237.8148357,17.00840897
exp3,2016,2016-384t,1182691,1.182691,132,1341504,1.341504,275,0.00011161,111.6098795,0.000204994,204.993798,2524195,2.524195,407,0.00016124,161.2395239,1515443,1.515443,192,1225901,1.225901,315,0.000126696,126.6956263,0.000256954,256.953865,2741344,2.741344,507,0.000184946,184.9457784,0.000119153,1.07E-05,119.1527529,1.07E+01,0.000230974,3.67E-05,230.9738315,36.74131569,0.000173093,1.67629E-05,173.0926512,16.76285334
exp3,2016,2016-386t,1737874,1.737874,457,1425442,1.425442,208,0.000262965,262.964979,0.00014592,145.9196516,3163316,3.163316,665,0.000210222,210.2224375,1650379,1.650379,492,932866,0.932866,173,0.000298113,298.1133425,0.00018545,185.4500003,2583245,2.583245,665,0.000257428,257.4281572,0.000280539,2.49E-05,280.5391607,2.49E+01,0.000165685,2.80E-05,165.684826,27.95217765,0.000233825,3.33795E-05,233.8252973,33.37948455
exp3,2016,2016-388t,2189801,2.189801,722,1574621,1.574621,315,0.00032971,329.7103253,0.000200048,200.0481386,3764422,3.764422,1037,0.000275474,275.4738975,1977359,1.977359,661,1093897,1.093897,292,0.000334284,334.284265,0.000266936,266.9355524,3071256,3.071256,953,0.000310297,310.2965041,0.000331997,3.23E-06,331.9972951,3.23E+00,0.000233492,4.73E-05,233.4918455,47.29654392,0.000292885,2.46233E-05,292.8852008,24.6233013
exp3,2016,2016-390t,1491033,1.491033,498,1163741,1.163741,331,0.000333997,333.9966319,0.000284428,284.4275487,2654774,2.654774,829,0.000312268,312.2676356,1225104,1.225104,418,869691,0.869691,358,0.000341196,341.195523,0.00041164,411.6404562,2094795,2.094795,776,0.000370442,370.4419764,0.000337596,5.09E-06,337.5960774,5.09E+00,0.000348034,9.00E-05,348.0340025,89.95310952,0.000341355,4.11355E-05,341.354806,41.1354709
exp3,2016,2016-391t,2323840,2.32384,668,1626600,1.6266,328,0.000287455,287.4552465,0.000201648,201.6476085,3950440,3.95044,996,0.000252124,252.1238141,1561757,1.561757,529,1147743,1.147743,264,0.000338721,338.7210686,0.000230017,230.0166501,2709500,2.7095,793,0.000292674,292.6739251,0.000313088,3.63E-05,313.0881576,3.63E+01,0.000215832,2.01E-05,215.8321293,20.05994166,0.000272399,2.86733E-05,272.3988696,28.67325848
exp3,2016,2016-392t,1324194,1.324194,410,1079281,1.079281,259,0.000309622,309.6223061,0.000239975,239.9745757,2403475,2.403475,669,0.000278347,278.3469768,1258487,1.258487,417,1008739,1.008739,212,0.00033135,331.3502642,0.000210163,210.1633822,2267226,2.267226,629,0.000277432,277.4315397,0.000320486,1.54E-05,320.4862852,1.54E+01,0.000225069,2.11E-05,225.0689789,21.07969705,0.000277889,6.47312E-07,277.8892582,0.647311771
exp3,2016,2016-393t,1572076,1.572076,458,1345942,1.345942,305,0.000291335,291.3345156,0.000226607,226.6070901,2918018,2.918018,763,0.000261479,261.4788531,1618912,1.618912,522,1080597,1.080597,253,0.000322439,322.4387737,0.00023413,234.1298375,2699509,2.699509,775,0.000287089,287.0892447,0.000306887,2.20E-05,306.8866447,2.20E+01,0.000230368,5.32E-06,230.3684638,5.319385724,0.000274284,1.81093E-05,274.2840489,18.10928159
exp3,2016,2016-394t,1901120,1.90112,433,1288021,1.288021,312,0.00022776,227.760478,0.000242232,242.2320754,3189141,3.189141,745,0.000233605,233.6052247,1823142,1.823142,457,1054085,1.054085,268,0.000250666,250.6661577,0.000254249,254.2489458,2877227,2.877227,725,0.000251979,251.9787281,0.000239213,1.62E-05,239.2133178,1.62E+01,0.000248241,8.50E-06,248.2405106,8.49721052,0.000242792,1.2992E-05,242.7919764,12.99202885
exp3,2016,2016-396t,1667530,1.66753,485,1100610,1.10061,335,0.000290849,290.84934,0.000304377,304.3766639,2768140,2.76814,820,0.000296228,296.2277919,1337699,1.337699,446,973835,0.973835,337,0.000333408,333.4083378,0.000346055,346.0545164,2311534,2.311534,783,0.000338736,338.7360947,0.000312129,3.01E-05,312.1288389,3.01E+01,0.000325216,2.95E-05,325.2155901,29.47069218,0.000317482,3.00579E-05,317.4819433,30.05790916
exp3,2016,2016-397t,1183579,1.183579,310,1331499,1.331499,268,0.000261917,261.9174554,0.000201277,201.2769067,2515078,2.515078,578,0.000229814,229.8139461,990110,0.99011,309,1098253,1.098253,232,0.000312087,312.0865358,0.000211245,211.2445857,2088363,2.088363,541,0.000259055,259.0545801,0.000287002,3.55E-05,287.0019956,3.55E+01,0.000206261,7.05E-06,206.2607462,7.048213424,0.000244434,2.06763E-05,244.4342631,20.67625055
exp3,2016,2016-398t,1255363,1.255363,333,1275664,1.275664,165,0.000265262,265.2619203,0.000129344,129.3444042,2531027,2.531027,498,0.000196758,196.7580749,1135569,1.135569,301,975340,0.97534,157,0.000265065,265.0653549,0.00016097,160.9695081,2110909,2.110909,458,0.000216968,216.9681403,0.000265164,1.39E-07,265.1636376,1.39E-01,0.000145157,2.24E-05,145.1569561,22.36232542,0.000206863,1.42907E-05,206.8631076,14.29067428
exp3,2016,2016-399t,1256172,1.256172,512,1052491,1.052491,393,0.000407587,407.587496,0.0003734,373.3998676,2308663,2.308663,905,0.000392002,392.0017777,968040,0.96804,470,1002385,1.002385,408,0.000485517,485.5171274,0.000407029,407.0292353,1970425,1.970425,878,0.000445589,445.5891495,0.000446552,5.51E-05,446.5523117,5.51E+01,0.000390215,2.38E-05,390.2145514,23.77955396,0.000418795,3.7892E-05,418.7954636,37.89199405
exp3,2016,2016-400t,1434584,1.434584,465,1598244,1.598244,362,0.000324136,324.1357773,0.000226499,226.4985822,3032828,3.032828,827,0.000272683,272.6827898,1098989,1.098989,394,1223271,1.223271,357,0.000358511,358.5113227,0.00029184,291.8404834,2322260,2.32226,751,0.000323392,323.3918683,0.000341324,2.43E-05,341.32355,2.43E+01,0.00025917,4.62E-05,259.1695328,46.20370146,0.000298037,3.58567E-05,298.037329,35.85673326
exp3,2016,2016-401t,1594034,1.594034,428,1368401,1.368401,227,0.000268501,268.5011738,0.000165887,165.8870463,2962435,2.962435,655,0.000221102,221.1018976,1096963,1.096963,356,1366286,1.366286,259,0.000324532,324.532368,0.000189565,189.5649959,2463249,2.463249,615,0.00024967,249.6702526,0.000296517,3.96E-05,296.5167709,3.96E+01,0.000177726,1.67E-05,177.7260211,16.74283876,0.000235386,2.02009E-05,235.3860751,20.20087754
exp3,2016,2016-402t,1264333,1.264333,343,872183,0.872183,324,0.000271289,271.2892885,0.000371482,371.481673,2136516,2.136516,667,0.000312191,312.1905008,1008411,1.008411,310,863906,0.863906,359,0.000307414,307.414338,0.000415554,415.55447,1872317,1.872317,669,0.000357311,357.3112886,0.000289352,2.55E-05,289.3518133,2.55E+01,0.000393518,3.12E-05,393.5180715,31.16417366,0.000334751,3.19052E-05,334.7508947,31.90521505
exp3,2016,2016-403t,1901167,1.901167,652,1189868,1.189868,243,0.000342947,342.9472529,0.000204224,204.2243341,3091035,3.091035,895,0.000289547,289.5470287,1359961,1.359961,488,855923,0.855923,181,0.000358834,358.8338195,0.000211468,211.4676203,2215884,2.215884,669,0.000301911,301.9111109,0.000350891,1.12E-05,350.8905362,1.12E+01,0.000207846,5.12E-06,207.8459772,5.121776795,0.000295729,8.74273E-06,295.7290698,8.742726313
exp3,2016,2016-404t,1499217,1.499217,519,1468622,1.468622,345,0.000346181,346.1807063,0.000234914,234.9140895,2967839,2.967839,864,0.000291121,291.1209132,1209194,1.209194,474,1010648,1.010648,280,0.000391997,391.9966523,0.00027705,277.0499719,2219842,2.219842,754,0.000339664,339.6638139,0.000369089,3.24E-05,369.0886793,3.24E+01,0.000255982,2.98E-05,255.9820307,29.79456815,0.000315392,3.4325E-05,315.3923636,34.32501425
