Experiment,Year,Run,Sample,Side1,YolkArea1px,YolkArea1um,YolkArea1mm,YolkCount1,BodyArea1px,BodyArea1um,BodyArea1mm,BodyCount1,YolkDensity1um,YolkDensity1mm,BodyDensity1um,BodyDensity1mm,TotalArea1um,TotalArea1mm,TotalCount1,TotalDensity1um,TotalDensity1mm,Side2,YolkArea2px,YolkArea2um,YolkArea2mm,YolkCount2,BodyArea2px,BodyArea2um,BodyArea2mm,BodyCount2,YolkDensity2um,YolkDensity2mm,BodyDensity2um,BodyDensity2mm,TotalArea2um,TotalArea2mm,TotalCount2,TotalDensity2um,TotalDensity2mm,AverageYolkDensityum,SDYolkum,AverageYolkDensitymm,SDYolkmm,AverageBodyDensityum,SDBodyum,AverageBodyDensitymm,SDBodymm,AverageTotalDensityum,SDTotalum,AverageTotalDensitymm,SDTotalmm
exp3,2016,run14,2016-546,R,322644,287117.1752,0.287117175,154,523646,465986.5372,0.465986537,258,0.000536366,536.3663804,0.000553664,553.6640641,753103.7124,0.753103712,412,0.000547069,547.0694052,R,231044,205603.3914,0.205603391,61,839375,746950.1336,0.746950134,228,0.000296688,296.6877131,0.000305241,305.2412601,952553.525,0.952553525,289,0.000303395,303.3950244,0.000416527,0.000169478,416.5270467,169.478411,0.000429453,0.000175661,429.4526621,175.6614493,0.000425232,0.000172304,425.2322148,172.3038071
exp4,2017,run13,2017-337,L,393307,349999.364,0.349999364,4,524866,467072.2011,0.467072201,11,1.14E-05,11.42859219,2.36E-05,23.55096273,817071.5652,0.817071565,15,1.84E-05,18.35824503,L,403372,358956.0915,0.358956091,5,498995,444049.8965,0.444049897,4,1.39E-05,13.92928026,9.01E-06,9.007996694,803005.988,0.803005988,9,1.12E-05,11.20788653,1.27E-05,1.77E-06,12.67893623,1.76825349,1.63E-05,1.03E-05,16.27947971,10.2834299,1.48E-05,5.06E-06,14.78306578,5.05606698
exp4,2017,run13,2017-338,R,321430,286036.8506,0.286036851,1,597828,532000.2436,0.532000244,18,3.50E-06,3.496053037,3.38E-05,33.83457097,818037.0942,0.818037094,19,2.32E-05,23.22633061,R,306060,272359.2648,0.272359265,2,570969,508098.7292,0.508098729,8,7.34E-06,7.343242028,1.57E-05,15.74497148,780457.994,0.780457994,10,1.28E-05,12.81298939,5.42E-06,2.72E-06,5.419647532,2.720373424,2.48E-05,1.28E-05,24.78977123,12.79127847,1.80E-05,7.36E-06,18.01966,7.363344188
exp4,2017,run13,2017-339,R,474785,422505.6967,0.422505697,2,492144,437953.2706,0.437953271,9,4.73E-06,4.733663985,2.06E-05,20.55013766,860458.9674,0.860458967,11,1.28E-05,12.78387514,R,461266,410475.2945,0.410475295,5,490058,436096.9633,0.436096963,4,1.22E-05,12.18100107,9.17E-06,9.172272078,846572.2578,0.846572258,9,1.06E-05,10.6311067,8.46E-06,5.27E-06,8.457332526,5.266062552,1.49E-05,8.05E-06,14.86120487,8.045365907,1.17E-05,1.52E-06,11.70749092,1.522237162
exp4,2017,run13,2017-341,R,409328,364256.2672,0.364256267,17,499677,444656.8005,0.4446568,20,4.67E-05,46.67043928,4.50E-05,44.97850922,808913.0677,0.808913068,37,4.57E-05,45.740391,R,463236,412228.3748,0.412228375,7,451708,401969.7405,0.401969741,21,1.70E-05,16.98087863,5.22E-05,52.2427384,814198.1153,0.814198115,28,3.44E-05,34.38966447,3.18E-05,2.10E-05,31.82565895,20.99368966,4.86E-05,5.14E-06,48.61062381,5.136585716,4.01E-05,8.03E-06,40.06502774,8.026175698
exp4,2017,run13,2017-344,R,512285,455876.5143,0.455876514,2,337737,300548.2618,0.300548262,6,4.39E-06,4.387152962,2.00E-05,19.96351589,756424.7761,0.756424776,8,1.06E-05,10.57606817,R,509476,453376.8176,0.453376818,4,336339,299304.1977,0.299304198,39,8.82E-06,8.82268313,0.000130302,130.3022152,752681.0153,0.752681015,43,5.71E-05,57.12911462,6.60E-06,3.14E-06,6.604918046,3.13639346,7.51E-05,7.80E-05,75.13286557,78.02124255,3.39E-05,3.29E-05,33.8525914,32.91797483
exp4,2017,run13,2017-345,L,433325,385610.9208,0.385610921,4,434188,386378.8945,0.386378895,25,1.04E-05,10.3731502,6.47E-05,64.7033271,771989.8153,0.771989815,29,3.76E-05,37.56526242,L,447836,398524.0924,0.398524092,2,338239,300994.9858,0.300994986,4,5.02E-06,5.018517169,1.33E-05,13.28925792,699519.0782,0.699519078,6,8.58E-06,8.577321458,7.70E-06,3.79E-06,7.695833685,3.786297326,3.90E-05,3.64E-05,38.99629251,36.35523697,2.31E-05,2.05E-05,23.07129194,20.49756963
exp4,2017,run13,2017-347,R,293589,261261.4657,0.261261466,44,450333,400746.1439,0.400746144,26,0.000168414,168.4136613,6.49E-05,64.87897737,662007.6096,0.66200761,70,0.000105739,105.7389658,R,283664,252429.3226,0.252429323,36,452876,403009.1303,0.40300913,19,0.000142614,142.6141766,4.71E-05,47.14533387,655438.4529,0.655438453,55,8.39E-05,83.91329461,0.000155514,1.82E-05,155.513919,18.24299059,5.60E-05,1.25E-05,56.01215562,12.53957957,9.48E-05,1.54E-05,94.82613022,15.43308011
exp4,2017,run13,2017-348,L,471655,419720.3458,0.419720346,17,432876,385211.3609,0.385211361,12,4.05E-05,40.50315923,3.12E-05,31.1517292,804931.7067,0.804931707,29,3.60E-05,36.0279012,L,456586,406310.6165,0.406310616,15,429497,382204.4277,0.382204428,2,3.69E-05,36.91756846,5.23E-06,5.232801754,788515.0442,0.788515044,17,2.16E-05,21.55951256,3.87E-05,2.54E-06,38.71036385,2.53539555,1.82E-05,1.83E-05,18.19226548,18.32744936,2.88E-05,1.02E-05,28.79370688,10.23069572
exp4,2017,run13,2017-350,R,364291,324178.3602,0.32417836,18,418126,372085.506,0.372085506,17,5.55E-05,55.52498935,4.57E-05,45.68842303,696263.8662,0.696263866,35,5.03E-05,50.2682987,L,348673,310280.0821,0.310280082,14,424022,377332.2884,0.377332288,13,4.51E-05,45.12052435,3.45E-05,34.45239223,687612.3705,0.68761237,27,3.93E-05,39.26630927,5.03E-05,7.36E-06,50.32275685,7.357067759,4.01E-05,7.95E-06,40.07040763,7.945073573,4.48E-05,7.78E-06,44.76730399,7.779581331
exp4,2017,run13,2017-351,R,545783,485685.9982,0.485685998,16,396566,352899.5106,0.352899511,14,3.29E-05,32.94309504,3.97E-05,39.67135,838585.5088,0.838585509,30,3.58E-05,35.77452709,L,495734,441147.9703,0.44114797,16,371676,330750.1866,0.330750187,5,3.63E-05,36.26900967,1.51E-05,15.11714945,771898.1568,0.771898157,21,2.72E-05,27.20566154,3.46E-05,2.35E-06,34.60605236,2.351776789,2.74E-05,1.74E-05,27.39424973,17.36244172,3.15E-05,6.06E-06,31.49009432,6.059102934
exp4,2017,run13,2017-352,L,519001,461853.0053,0.461853005,38,378964,337235.6937,0.337235694,27,8.23E-05,82.27726044,8.01E-05,80.06269948,799088.699,0.799088699,65,8.13E-05,81.34265956,L,496930,442212.2769,0.442212277,17,404929,360341.6478,0.360341648,40,3.84E-05,38.44307562,0.000111006,111.0057642,802553.9247,0.802553925,57,7.10E-05,71.02326491,6.04E-05,3.10E-05,60.36016803,30.99544934,9.55E-05,2.19E-05,95.53423185,21.88005092,7.62E-05,7.30E-06,76.18296224,7.296913932
exp4,2017,run13,2017-355,L,379479,337693.9863,0.337693986,1,451393,401689.4257,0.401689426,0,2.96E-06,2.961260907,0,0,739383.4119,0.739383412,1,1.35E-06,1.352478273,R,269419,239752.8614,0.239752861,7,574956,511646.7145,0.511646715,10,2.92E-05,29.19673183,1.95E-05,19.54473608,751399.5759,0.751399576,17,2.26E-05,22.62444716,1.61E-05,1.86E-05,16.07899637,18.5512794,9.77E-06,1.38E-05,9.772368038,13.82021542,1.20E-05,1.50E-05,11.98846272,15.04155345
exp4,2017,run13,2017-356,R,343189,305399.9338,0.305399934,12,483336,430115.133,0.430115133,8,3.93E-05,39.29273937,1.86E-05,18.59967108,735515.0668,0.735515067,20,2.72E-05,27.19182911,R,338520,301245.0445,0.301245044,7,480735,427800.5331,0.427800533,5,2.32E-05,23.23689677,1.17E-05,11.68768997,729045.5776,0.729045578,12,1.65E-05,16.45987627,3.13E-05,1.14E-05,31.26481807,11.35319518,1.51E-05,4.89E-06,15.14368052,4.887508713,2.18E-05,7.59E-06,21.82585269,7.588636628
exp4,2017,run13,2017-357,L,302096,268831.7469,0.268831747,17,539968,480511.2968,0.480511297,12,6.32E-05,63.236579,2.50E-05,24.9733983,749343.0437,0.749343044,29,3.87E-05,38.70056611,L,322561,287043.3144,0.287043314,25,524459,466710.0165,0.466710017,5,8.71E-05,87.09486946,1.07E-05,10.71329053,753753.3309,0.753753331,30,3.98E-05,39.80081914,7.52E-05,1.69E-05,75.16572423,16.87035898,1.78E-05,1.01E-05,17.84334441,10.0834189,3.93E-05,7.78E-07,39.25069262,0.777996379
exp4,2017,run13,2017-358,L,552675,491819.1096,0.49181911,7,535489,476525.4863,0.476525486,12,1.42E-05,14.23287519,2.52E-05,25.18228373,968344.5959,0.968344596,19,1.96E-05,19.6211143,L,467062,415633.0881,0.415633088,8,568091,505537.6302,0.50553763,24,1.92E-05,19.24774574,4.75E-05,47.47421075,921170.7183,0.921170718,32,3.47E-05,34.73840339,1.67E-05,3.55E-06,16.74031046,3.546048976,3.63E-05,1.58E-05,36.32824724,15.76277277,2.72E-05,1.07E-05,27.17975884,10.68953763
exp4,2017,run13,2017-359,L,539137,479771.7995,0.479771799,14,423636,376988.7914,0.376988791,24,2.92E-05,29.18053961,6.37E-05,63.6623702,856760.5909,0.856760591,38,4.44E-05,44.35311382,L,537973,478735.9693,0.478735969,13,418867,372744.9133,0.372744913,47,2.72E-05,27.15484282,0.000126092,126.0915933,851480.8826,0.851480883,60,7.05E-05,70.46546931,2.82E-05,1.43E-06,28.16769122,1.432383937,9.49E-05,4.41E-05,94.87698173,44.14412697,5.74E-05,1.85E-05,57.40929156,18.46422364
exp4,2017,run13,2017-360,R,323593,287961.6793,0.287961679,3,557691,496282.7901,0.49628279,5,1.04E-05,10.41805287,1.01E-05,10.07490104,784244.4694,0.784244469,8,1.02E-05,10.20090075,R,258247,229811.0274,0.229811027,6,595383,529824.4663,0.529824466,13,2.61E-05,26.10840771,2.45E-05,24.53642825,759635.4937,0.759635494,19,2.50E-05,25.01199609,1.83E-05,1.11E-05,18.26323029,11.0947563,1.73E-05,1.02E-05,17.30566464,10.22584395,1.76E-05,1.05E-05,17.60644842,10.47302595
exp4,2017,run13,2017-362,R,358799,319291.0928,0.319291093,3,498244,443381.5903,0.44338159,15,9.40E-06,9.395814879,3.38E-05,33.83090396,762672.6831,0.762672683,18,2.36E-05,23.60121242,R,258730,230240.8436,0.230240844,22,680098,605211.3679,0.605211368,42,9.56E-05,95.5521169,6.94E-05,69.39724239,835452.2115,0.835452212,64,7.66E-05,76.60521945,5.25E-05,6.09E-05,52.47396589,60.9217054,5.16E-05,2.51E-05,51.61407318,25.14919909,5.01E-05,3.75E-05,50.10321593,37.4794928
exp4,2017,run13,2017-363,R,335660,298699.9635,0.298699963,8,436060,388044.7658,0.388044766,4,2.68E-05,26.78272842,1.03E-05,10.30808905,686744.7292,0.686744729,12,1.75E-05,17.47374168,R,325974,290080.5038,0.290080504,5,443206,394403.9088,0.394403909,10,1.72E-05,17.23659445,2.54E-05,25.35471829,684484.4125,0.684484413,15,2.19E-05,21.91430473,2.20E-05,6.75E-06,22.00966143,6.750136065,1.78E-05,1.06E-05,17.83140367,10.63957357,1.97E-05,3.14E-06,19.69402321,3.139952245
exp4,2017,run13,2017-364,R,505044,449432.8319,0.449432832,23,494711,440237.6143,0.440237614,12,5.12E-05,51.1756115,2.73E-05,27.25800706,889670.4462,0.889670446,35,3.93E-05,39.34040986,R,453731,403769.9849,0.403769985,23,556077,494846.5101,0.49484651,27,5.70E-05,56.9631247,5.46E-05,54.56237328,898616.495,0.898616495,50,5.56E-05,55.64108858,5.41E-05,4.09E-06,54.0693681,4.092389832,4.09E-05,1.93E-05,40.91019017,19.30710251,4.75E-05,1.15E-05,47.49074922,11.52632046
exp4,2017,run13,2017-365,R,402747,358399.9112,0.358399911,5,504561,449003.0158,0.449003016,7,1.40E-05,13.95089631,1.56E-05,15.59009573,807402.927,0.807402927,12,1.49E-05,14.8624678,R,423106,376517.1505,0.376517151,4,458407,407931.1034,0.407931103,5,1.06E-05,10.62368605,1.23E-05,12.25697173,784448.2539,0.784448254,9,1.15E-05,11.4730321,1.23E-05,2.35E-06,12.28729118,2.35269294,1.39E-05,2.36E-06,13.92353373,2.356874588,1.32E-05,2.40E-06,13.16774995,2.396692963
exp4,2017,run13,2017-366,R,358273,318823.0114,0.318823011,1,377596,336018.3263,0.336018326,3,3.14E-06,3.136536461,8.93E-06,8.928084468,654841.3377,0.654841338,4,6.11E-06,6.10834987,R,295187,262683.5075,0.262683507,18,543664,483800.3246,0.483800325,11,6.85E-05,68.52352541,2.27E-05,22.73665279,746483.832,0.746483832,29,3.88E-05,38.84879853,3.58E-05,4.62E-05,35.83003094,46.23558329,1.58E-05,9.76E-06,15.83236863,9.7641323,2.25E-05,2.32E-05,22.4785742,23.15099327
exp4,2017,run13,2017-367,R,146005,129928.1659,0.129928166,8,700929,623748.6346,0.623748635,69,6.16E-05,61.57248464,0.000110621,110.6214846,753676.8005,0.753676801,77,0.000102166,102.1658089,R,149400,132949.3373,0.132949337,1,684620,609235.4436,0.609235444,65,7.52E-06,7.521662166,0.000106691,106.6911006,742184.7808,0.742184781,66,8.89E-05,88.92664159,3.45E-05,3.82E-05,34.5470734,38.2197031,0.000108656,2.78E-06,108.6562926,2.779201203,9.55E-05,9.36E-06,95.54622526,9.361505005
exp4,2017,run13,2017-368,R,269267,239617.5984,0.239617598,5,530752,472310.0847,0.472310085,2,2.09E-05,20.86658089,4.23E-06,4.234506239,711927.683,0.711927683,7,9.83E-06,9.832459345,R,289884,257964.4289,0.257964429,5,495322,440781.3362,0.440781336,3,1.94E-05,19.38251728,6.81E-06,6.806095798,698745.7651,0.698745765,8,1.14E-05,11.44908549,2.01E-05,1.05E-06,20.12454908,1.049391449,5.52E-06,1.82E-06,5.520301018,1.818388416,1.06E-05,1.14E-06,10.64077242,1.143127309
exp4,2017,run13,2017-369,L,245209,218208.6616,0.218208662,0,556292,495037.8362,0.495037836,3,0,0,6.06E-06,6.060142843,713246.4977,0.713246498,3,4.21E-06,4.206119497,L,238724,212437.7349,0.212437735,1,550077,489507.1793,0.489507179,4,4.71E-06,4.707261639,8.17E-06,8.171483829,701944.9142,0.701944914,5,7.12E-06,7.123066068,2.35E-06,3.33E-06,2.35363082,3.328536626,7.12E-06,1.49E-06,7.115813336,1.492943528,5.66E-06,2.06E-06,5.664592782,2.062592701
exp4,2017,run13,2017-370,R,403076,358692.6845,0.358692684,3,458448,407967.5888,0.407967589,5,8.36E-06,8.363705561,1.23E-05,12.25587556,766660.2733,0.766660273,8,1.04E-05,10.43486963,R,379055,337316.6736,0.337316674,10,477371,424806.9483,0.424806948,9,2.96E-05,29.64573288,2.12E-05,21.18609414,762123.6219,0.762123622,19,2.49E-05,24.93033867,1.90E-05,1.50E-05,19.00471922,15.04866583,1.67E-05,6.31E-06,16.72098485,6.31461812,1.77E-05,1.02E-05,17.68260415,10.24984446
exp4,2017,run13,2017-371,L,358737,319235.9197,0.31923592,10,413521,367987.5696,0.36798757,3,3.13E-05,31.32479581,8.15E-06,8.15244929,687223.4892,0.687223489,13,1.89E-05,18.91669916,L,385914,343420.4186,0.343420419,15,377221,335684.6181,0.335684618,26,4.37E-05,43.67824156,7.75E-05,77.45365321,679105.0367,0.679105037,41,6.04E-05,60.37357667,3.75E-05,8.74E-06,37.50151869,8.735205259,4.28E-05,4.90E-05,42.80305125,49.00335123,3.96E-05,2.93E-05,39.64513791,29.31443921
exp4,2017,run13,2017-372,L,289932,258007.1436,0.258007144,12,572738,509672.9419,0.509672942,17,4.65E-05,46.51034012,3.34E-05,33.3547234,767680.0855,0.767680085,29,3.78E-05,37.77615253,L,265414,236188.8581,0.236188858,6,594727,529240.6995,0.529240699,12,2.54E-05,25.40339984,2.27E-05,22.67399316,765429.5575,0.765429558,18,2.35E-05,23.51620711,3.60E-05,1.49E-05,35.95686998,14.9248606,2.80E-05,7.55E-06,28.01435828,7.552416777,3.06E-05,1.01E-05,30.64617982,10.08330411
exp4,2017,run15,2017-409,R,368419,327851.8198,0.32785182,111,1105218,983520.7538,0.983520754,184,0.000338568,338.5675884,0.000187083,187.0829866,1311372.574,1.311372574,295,0.000224955,224.9551393,R,355238,316122.1999,0.3161222,110,760133,676433.5915,0.676433592,183,0.000347967,347.9667041,0.000270537,270.536535,992555.7915,0.992555791,293,0.000295198,295.1975118,0.000343267,6.65E-06,343.2671463,6.646178433,0.00022881,5.90E-05,228.8097608,59.01056998,0.000260076,4.97E-05,260.0763256,49.66885794
exp4,2017,run15,2017-410,L,494186,439770.4229,0.439770423,158,534980,476072.5331,0.476072533,135,0.000359278,359.2783684,0.00028357,283.5702348,915842.956,0.915842956,293,0.000319924,319.9238451,L,474208,421992.2311,0.421992231,188,348399,310036.2527,0.310036253,132,0.000445506,445.505832,0.000425757,425.7566619,732028.4838,0.732028484,320,0.000437141,437.1414598,0.000402392,6.10E-05,402.3921002,60.97202425,0.000354663,0.000100541,354.6634483,100.5409868,0.000378533,8.29E-05,378.5326525,82.88537022
exp4,2017,run15,2017-411,L,361386,321593.2342,0.321593234,167,501776,446524.6764,0.446524676,290,0.00051929,519.2895317,0.00064946,649.4601874,768117.9106,0.768117911,457,0.000594961,594.9607393,L,404352,359828.1822,0.359828182,232,441989,393320.9145,0.393320914,317,0.000644752,644.7521664,0.000805958,805.9576502,753149.0967,0.753149097,549,0.000728939,728.9393328,0.000582021,8.87E-05,582.0208491,88.71547979,0.000727709,0.00011066,727.7089188,110.6604172,0.00066195,9.47E-05,661.9500361,94.73717194
exp4,2017,run15,2017-412,R,371667,330742.1776,0.330742178,21,910988,810677.7165,0.810677717,189,6.35E-05,63.49356515,0.000233138,233.1382696,1141419.894,1.141419894,210,0.000183981,183.9813736,R,373579,332443.6443,0.332443644,51,521758,464306.4278,0.464306428,276,0.000153409,153.4094601,0.000594435,594.4350185,796750.0721,0.796750072,327,0.000410417,410.4172832,0.000108452,6.36E-05,108.4515126,63.58013908,0.000413787,0.000255475,413.7866441,255.4753812,0.000297199,0.000160114,297.1993284,160.1143672
exp4,2017,run15,2017-414,R,307235,273404.8837,0.273404884,58,551569,490834.8929,0.490834893,81,0.00021214,212.1395902,0.000165025,165.0249425,764239.7767,0.764239777,139,0.00018188,181.8800908,R,263155,234178.6,0.2341786,79,714357,635698.057,0.635698057,312,0.000337349,337.3493564,0.000490799,490.7990461,869876.657,0.869876657,391,0.000449489,449.489013,0.000274744,8.85E-05,274.7444733,88.53667473,0.000327912,0.000230357,327.9119943,230.3570778,0.000315685,0.000189228,315.6845519,189.2280836
exp4,2017,run15,2017-415,R,336277,299249.0247,0.299249025,55,677029,602480.3002,0.6024803,170,0.000183793,183.7934144,0.000282167,282.1669023,901729.3249,0.901729325,225,0.000249521,249.5205532,R,331826,295288.1311,0.295288131,102,675175,600830.447,0.600830447,226,0.000345425,345.4253296,0.000376146,376.1460511,896118.5781,0.896118578,328,0.000366023,366.0229885,0.000264609,0.000114291,264.609372,114.2910233,0.000329156,6.65E-05,329.1564767,66.4532934,0.000307772,8.24E-05,307.7717709,82.37966201
exp4,2017,run15,2017-416,L,279570,248786.1193,0.248786119,113,966371,859962.4096,0.85996241,271,0.000454205,454.2054048,0.00031513,315.1300533,1108748.529,1.108748529,384,0.000346336,346.3364235,L,273988,243818.7618,0.243818762,121,869754,773984.0554,0.773984055,327,0.00049627,496.2702587,0.000422489,422.4893235,1017802.817,1.017802817,448,0.000440164,440.1638435,0.000475238,2.97E-05,475.2378317,29.74434344,0.00036881,7.59E-05,368.8096884,75.91446799,0.00039325,6.63E-05,393.2501335,66.346005
exp4,2017,run15,2017-417,R,370194,329431.3719,0.329431372,40,590542,525516.5162,0.525516516,163,0.000121421,121.4213442,0.000310171,310.1710317,854947.8881,0.854947888,203,0.000237441,237.4413725,R,459473,408879.7245,0.408879724,89,436265,388227.1929,0.388227193,154,0.000217668,217.6679221,0.000396675,396.674944,797106.9174,0.797106917,243,0.000304852,304.8524542,0.000169545,6.81E-05,169.5446331,68.05660786,0.000353423,6.12E-05,353.4229878,61.167503,0.000271147,4.77E-05,271.1469134,47.66683295
exp4,2017,run15,2017-418,L,475924,423519.2797,0.42351928,26,380446,338554.5084,0.338554508,80,6.14E-05,61.39035753,0.000236299,236.2987289,762073.7881,0.762073788,106,0.000139094,139.0941424,L,453740,403777.9939,0.403777994,44,356852,317558.4799,0.31755848,166,0.000108971,108.9707727,0.000522738,522.7383632,721336.4738,0.721336474,210,0.000291126,291.1262741,8.52E-05,3.36E-05,85.18056512,33.64443423,0.000379519,0.000202543,379.518546,202.5434078,0.00021511,0.000107503,215.1102083,107.5029513
exp4,2017,run15,2017-419,R,446102,396981.0258,0.396981026,96,349304,310841.6017,0.310841602,122,0.000241825,241.8251598,0.000392483,392.4828572,707822.6275,0.707822628,218,0.000307987,307.9867632,L,240290,213831.3002,0.2138313,111,602031,535740.4448,0.535740445,231,0.000519101,519.1008047,0.000431179,431.1789454,749571.745,0.749571745,342,0.000456261,456.2605278,0.000380463,0.000196063,380.4629823,196.0634887,0.000411831,2.74E-05,411.8309013,27.36226634,0.000382124,0.000104845,382.1236455,104.8453844
exp4,2017,run15,2017-420,L,314818,280152.908,0.280152908,113,563277,501253.7071,0.501253707,214,0.000403351,403.3511585,0.00042693,426.9295109,781406.6151,0.781406615,327,0.000418476,418.4761092,L,310756,276538.181,0.276538181,131,555681,494494.1143,0.494494114,313,0.000473714,473.7139714,0.00063297,632.9701223,771032.2953,0.771032295,444,0.000575851,575.8513653,0.000438533,4.98E-05,438.532565,49.75402218,0.00052995,0.000145693,529.9498166,145.6927135,0.000497164,0.000111281,497.1637373,111.2811108
exp4,2017,run15,2017-421,L,473975,421784.8871,0.421784887,178,417343,371388.7233,0.371388723,114,0.000422016,422.016069,0.000306956,306.9560082,793173.6103,0.79317361,292,0.000368141,368.1413453,L,501683,446441.9168,0.446441917,197,388358,345595.306,0.345595306,125,0.000441267,441.266809,0.000361695,361.6947274,792037.2228,0.792037223,322,0.000406547,406.5465495,0.000431641,1.36E-05,431.641439,13.61232878,0.000334325,3.87E-05,334.3253678,38.70611952,0.000387344,2.72E-05,387.3439474,27.1565803
exp4,2017,run15,2017-423,R,480605,427684.8476,0.427684848,18,365087,324886.7115,0.324886711,26,4.21E-05,42.08706505,8.00E-05,80.02789614,752571.5591,0.752571559,44,5.85E-05,58.46620095,R,413964,368381.7901,0.36838179,14,428743,381533.4518,0.381533452,26,3.80E-05,38.00405008,6.81E-05,68.14605607,749915.242,0.749915242,40,5.33E-05,53.33936125,4.00E-05,2.89E-06,40.04555756,2.887127572,7.41E-05,8.40E-06,74.0869761,8.401729685,5.59E-05,3.63E-06,55.9027811,3.625223116
exp4,2017,run15,2017-424,L,372361,331359.7602,0.33135976,23,477654,425058.7867,0.425058787,17,6.94E-05,69.41096284,4.00E-05,39.9944679,756418.5469,0.756418547,40,5.29E-05,52.88077634,L,441953,393288.8785,0.393288879,24,355984,316786.0567,0.316786057,8,6.10E-05,61.02384611,2.53E-05,25.25363674,710074.9352,0.710074935,32,4.51E-05,45.06566619,6.52E-05,5.93E-06,65.21740448,5.930587111,3.26E-05,1.04E-05,32.62405232,10.42334167,4.90E-05,5.53E-06,48.97322127,5.526117385
exp4,2017,run15,2017-425,L,205825,183161.2941,0.183161294,49,718034,638970.1769,0.638970177,216,0.000267524,267.5237704,0.000338044,338.043946,822131.471,0.822131471,265,0.000322333,322.3328742,L,205429,182808.8983,0.182808898,51,696073,619427.3362,0.619427336,211,0.00027898,278.9798554,0.000340637,340.6372106,802236.2345,0.802236235,262,0.000326587,326.5870933,0.000273252,8.10E-06,273.2518129,8.10067533,0.000339341,1.83E-06,339.3405783,1.833714975,0.00032446,3.01E-06,324.4599838,3.00818722
exp4,2017,run15,2017-426,R,378156,336516.6639,0.336516664,34,630854,561389.7002,0.5613897,56,0.000101035,101.0351155,9.98E-05,99.75245357,897906.364,0.897906364,90,0.000100233,100.2331686,R,379947,338110.4541,0.338110454,30,643031,572225.8721,0.572225872,48,8.87E-05,88.72840114,8.39E-05,83.88296011,910336.3262,0.910336326,78,8.57E-05,85.68261835,9.49E-05,8.70E-06,94.88175832,8.70216118,9.18E-05,1.12E-05,91.81770684,11.22142644,9.30E-05,1.03E-05,92.95789349,10.28879278
exp4,2017,run15,2017-427,R,547729,487417.7212,0.487417721,27,314655,280007.8562,0.280007856,3,5.54E-05,55.39396461,1.07E-05,10.7139851,767425.5774,0.767425577,30,3.91E-05,39.09173851,R,483503,430263.7444,0.430263744,15,373395,332279.9049,0.332279905,24,3.49E-05,34.8623378,7.22E-05,72.22826192,762543.6492,0.762543649,39,5.11E-05,51.14461321,4.51E-05,1.45E-05,45.12815121,14.51805255,4.15E-05,4.35E-05,41.47112351,43.49716228,4.51E-05,8.52E-06,45.11817586,8.522669434
exp4,2017,run15,2017-429,L,354229,315224.3025,0.315224302,37,436070,388053.6646,0.388053665,9,0.000117377,117.3767369,2.32E-05,23.19266849,703277.9671,0.703277967,46,6.54E-05,65.4079925,L,337263,300126.4547,0.300126455,23,412234,366842.2831,0.366842283,9,7.66E-05,76.63436408,2.45E-05,24.53370403,666968.7378,0.666968738,32,4.80E-05,47.97826073,9.70E-05,2.88E-05,97.00555047,28.80920807,2.39E-05,9.48E-07,23.86318626,0.948255326,5.67E-05,1.23E-05,56.69312662,12.32468153
exp4,2017,run15,2017-431,R,598378,532489.6823,0.532489682,175,402100,357824.1534,0.357824153,151,0.000328645,328.6448655,0.000421995,421.99499,890313.8356,0.890313836,326,0.000366163,366.1630169,R,590845,525786.1524,0.525786152,195,395776,352196.4987,0.352196499,158,0.000370873,370.8732136,0.000448613,448.6132048,877982.6511,0.877982651,353,0.000402058,402.0580584,0.000349759,2.99E-05,349.7590395,29.85995129,0.000435304,1.88E-05,435.3040974,18.82192024,0.000384111,2.54E-05,384.1105376,25.38162728
exp4,2017,run15,2017-432,R,472762,420705.4523,0.420705452,68,412713,367268.5397,0.36726854,138,0.000161633,161.6332748,0.000375747,375.7468585,787973.992,0.787973992,206,0.00026143,261.4299483,R,514620,457954.4039,0.457954404,90,371660,330735.9484,0.330735948,178,0.000196526,196.5261153,0.000538194,538.1936886,788690.3522,0.788690352,268,0.000339804,339.803827,0.00017908,2.47E-05,179.0796951,24.67296415,0.00045697,0.000114867,456.9702735,114.8672552,0.000300617,5.54E-05,300.6168876,55.41870109
exp4,2017,run15,2017-433,R,481274,428280.183,0.428280183,101,454819,404738.1835,0.404738184,159,0.000235827,235.8269283,0.000392847,392.8465523,833018.3665,0.833018367,260,0.000312118,312.1179682,R,465820,414527.8466,0.414527847,112,419128,372977.1742,0.372977174,174,0.000270187,270.1869149,0.000466516,466.5164842,787505.0208,0.787505021,286,0.000363172,363.1722877,0.000253007,2.43E-05,253.0069216,24.29617952,0.000429682,5.21E-05,429.6815183,52.09250841,0.000337645,3.61E-05,337.6451279,36.10085558
exp4,2017,run15,2017-434,R,318315,283264.848,0.283264848,47,565024,502808.3423,0.502808342,115,0.000165922,165.9224586,0.000228715,228.7153779,786073.1902,0.78607319,162,0.000206088,206.0876799,R,321271,285895.3583,0.285895358,44,563413,501374.7319,0.501374732,116,0.000153902,153.9024637,0.000231364,231.3638734,787270.0902,0.78727009,160,0.000203234,203.2339371,0.000159912,8.50E-06,159.9124611,8.499419879,0.00023004,1.87E-06,230.0396256,1.872769136,0.000204661,2.02E-06,204.6608085,2.017900877
