Experiment,Year,Run,Sample,Side1,YolkArea1px,YolkArea1um,YolkArea1mm,YolkCount1,BodyArea1px,BodyArea1um,BodyArea1mm,BodyCount1,YolkDensity1um,YolkDensity1mm,BodyDensity1um,BodyDensity1mm,TotalArea1um,TotalArea1mm,TotalCount1,TotalDensity1um,TotalDensity1mm,Side2,YolkArea2px,YolkArea2um,YolkArea2mm,YolkCount2,BodyArea2px,BodyArea2um,BodyArea2mm,BodyCount2,YolkDensity2um,YolkDensity2mm,BodyDensity2um,BodyDensity2mm,TotalArea2um,TotalArea2mm,TotalCount2,TotalDensity2um,TotalDensity2mm,AverageYolkDensityum,SDYolkum,AverageYolkDensitymm,SDYolkmm,AverageBodyDensityum,SDBodyum,AverageBodyDensitymm,SDBodymm,AverageTotalDensityum,SDTotalum,AverageTotalDensitymm,SDTotalmm
exp4,2017,run15,2017-435,L,400824,356688.6557,0.356688656,11,512924,456445.153,0.456445153,7,3.08E-05,30.83922021,1.53E-05,15.33590609,813133.8087,0.813133809,18,2.21E-05,22.13657802,L,400736,356610.3455,0.356610345,15,479261,426488.8375,0.426488838,17,4.21E-05,42.06271688,3.99E-05,39.86036329,783099.183,0.783099183,32,4.09E-05,40.86327849,3.65E-05,7.94E-06,36.45096855,7.936210604,2.76E-05,1.73E-05,27.59813469,17.34140999,3.15E-05,1.32E-05,31.49992826,13.24177689
exp4,2017,run15,2017-436,R,360738,321016.5865,0.321016587,107,453594,403648.0702,0.40364807,243,0.000333316,333.3161104,0.00060201,602.0095671,724664.6567,0.724664657,350,0.000482982,482.9820204,R,369174,328523.6856,0.328523686,108,448906,399476.273,0.399476273,221,0.000328743,328.7434201,0.000553224,553.2243463,727999.9587,0.727999959,329,0.000451923,451.9231026,0.00033103,3.23E-06,331.0297653,3.233380341,0.000577617,3.45E-05,577.6169567,34.49636049,0.000467453,2.20E-05,467.4525615,21.96197141
exp4,2017,run15,2017-437,L,461677,410841.0387,0.410841039,24,360935,321191.8945,0.321191895,3,5.84E-05,58.41675427,9.34E-06,9.340210793,732032.9332,0.732032933,27,3.69E-05,36.88358648,L,357253,317915.3252,0.317915325,24,396165,352542.6653,0.352542665,7,7.55E-05,75.49179954,1.99E-05,19.85575276,670457.9905,0.67045799,31,4.62E-05,46.23705055,6.70E-05,1.21E-05,66.95427691,12.0738803,1.46E-05,7.44E-06,14.59798178,7.435611034,4.16E-05,6.61E-06,41.56031852,6.613897872
exp4,2017,run15,2017-438,L,723210,643576.2396,0.64357624,2,1044826,929778.6094,0.929778609,9,3.11E-06,3.107634926,9.68E-06,9.679723655,1573354.849,1.573354849,11,6.99E-06,6.991429814,L,171313,152449.4633,0.152449463,23,735534,654543.2251,0.654543225,107,0.00015087,150.8696686,0.000163473,163.472779,806992.6884,0.806992688,130,0.000161092,161.091918,7.70E-05,0.000104484,76.98865175,104.483536,8.66E-05,0.000108748,86.57625134,108.7481124,8.40E-05,0.000108966,84.04167392,108.9655002
exp4,2017,run15,2017-439,R,281359,250378.1297,0.25037813,33,653805,581813.5304,0.58181353,116,0.000131801,131.800649,0.000199377,199.3765939,832191.6602,0.83219166,149,0.000179045,179.0452935,R,281539,250538.3097,0.25053831,22,624002,555292.1844,0.555292184,104,8.78E-05,87.81092213,0.000187289,187.2887876,805830.494,0.805830494,126,0.00015636,156.3604268,0.000109806,3.11E-05,109.8057856,31.10543419,0.000193333,8.55E-06,193.3326908,8.547369799,0.000167703,1.60E-05,167.7028601,16.04062302
exp4,2017,run15,2017-440,R,454754,404680.3408,0.404680341,4,431004,383545.4897,0.38354549,4,9.88E-06,9.884344745,1.04E-05,10.42901066,788225.8305,0.78822583,8,1.01E-05,10.14937559,R,409069,364025.7861,0.364025786,6,450743,401110.9981,0.401110998,8,1.65E-05,16.48234886,1.99E-05,19.94460395,765136.7842,0.765136784,14,1.83E-05,18.29738197,1.32E-05,4.67E-06,13.1833468,4.665493451,1.52E-05,6.73E-06,15.18680731,6.728540546,1.42E-05,5.76E-06,14.22337878,5.761510567
exp4,2017,run15,2017-441,R,221967,197525.8738,0.197525874,9,752295,669458.6457,0.669458646,102,4.56E-05,45.56365112,0.000152362,152.3619131,866984.5195,0.86698452,111,0.00012803,128.0299677,R,225491,200661.8407,0.200661841,19,755635,672430.8732,0.672430873,71,9.47E-05,94.68666254,0.000105587,105.5870616,873092.714,0.873092714,90,0.000103082,103.0818361,7.01E-05,3.47E-05,70.12515683,34.73521449,0.000128974,3.31E-05,128.9744873,33.07481471,0.000115556,1.76E-05,115.5559019,17.64099304
exp4,2017,run15,2017-442,L,389561,346665.8418,0.346665842,110,455212,405087.9097,0.40508791,173,0.000317308,317.3084473,0.000427068,427.0677941,751753.7516,0.751753752,283,0.000376453,376.4530598,L,397772,353972.7161,0.353972716,131,426016,379106.726,0.379106726,239,0.000370085,370.0850208,0.000630429,630.429332,733079.442,0.733079442,370,0.00050472,504.7201965,0.000343697,3.73E-05,343.6967341,37.31867305,0.000528749,0.000143798,528.748563,143.7983225,0.000440587,9.07E-05,440.5866281,90.69856212
exp4,2017,run15,2017-443,R,245274,218266.5043,0.218266504,74,600456,534338.8705,0.53433887,143,0.000339035,339.035072,0.00026762,267.6204332,752605.3748,0.752605375,217,0.000288332,288.3317171,R,304516,270985.277,0.270985277,15,692634,616367.0098,0.61636701,17,5.54E-05,55.35356078,2.76E-05,27.58096999,887352.2868,0.887352287,32,3.61E-05,36.06234015,0.000197194,0.000200593,197.1943164,200.5931203,0.000147601,0.000169734,147.6007016,169.7335322,0.000162197,0.000178381,162.1970286,178.3813871
exp4,2017,run15,2017-444,R,420432,374137.5888,0.374137589,31,411196,365918.5789,0.365918579,44,8.29E-05,82.85721866,0.000120245,120.2453293,740056.1676,0.740056168,75,0.000101344,101.3436591,R,423490,376858.8677,0.376858868,25,411434,366130.3723,0.366130372,39,6.63E-05,66.33783133,0.000106519,106.5194339,742989.24,0.74298924,64,8.61E-05,86.13852873,7.46E-05,1.17E-05,74.59752499,11.6809708,0.000113382,9.71E-06,113.3823816,9.705673678,9.37E-05,1.08E-05,93.74109394,10.75165082
